Grapheme	anterior	approximant	back	click	cons	constricted	continuant	coronal	distributed	dorsal	front	high	labial	laryngeal	lateral	long	low	nasal	pharyngeal	place	preaspirated	preglottalized	prenasal	round	sibilant	sonorant	spread	strident	syllabic	tense	voice
ɢʰ	0	0	+	0	+	0	-	0	0	+	0	-	0	+	0	0	-	0	0	+	0	0	0	0	0	-	+	0	0	0	+
ɣ	0	0	+	0	+	0	+	0	0	+	0	+	0	+	0	0	-	0	0	+	0	0	0	0	0	-	0	0	0	0	+
ɣʷ	0	0	+	0	+	0	+	0	0	+	0	+	+	+	0	0	-	0	0	+	0	0	0	+	0	-	0	0	0	0	+
ɣ̊	0	0	+	0	+	0	+	0	0	+	0	+	0	+	0	0	-	0	0	+	0	0	0	0	0	-	0	0	0	0	-
ɤ	-	+	+	0	-	0	+	0	0	+	0	0	0	+	0	0	0	0	0	+	0	0	0	0	0	+	0	0	+	+	+
ɤː	-	+	+	0	-	0	+	0	0	+	0	0	0	+	0	+	0	0	0	+	0	0	0	0	0	+	0	0	+	+	+
ɤ̃	-	+	+	0	-	0	+	0	0	+	0	0	0	+	0	0	0	+	0	+	0	0	0	0	0	+	0	0	+	+	+
ɤ̃ː	-	+	+	0	-	0	+	0	0	+	0	0	0	+	0	+	0	+	0	+	0	0	0	0	0	+	0	0	+	+	+
ɤ̆	-	+	+	0	-	0	+	0	0	+	0	0	0	+	0	-	0	0	0	+	0	0	0	0	0	+	0	0	+	+	+
ɤ̯	-	+	+	0	-	0	+	0	0	+	0	0	0	+	0	0	0	0	0	+	0	0	0	0	0	+	0	0	-	+	+
ɥ	-	0	0	0	-	0	+	+	+	0	0	0	+	+	0	0	0	0	0	+	0	0	0	-	0	+	0	0	0	0	+
ɦ	0	0	0	0	+	0	+	0	0	0	0	0	0	+	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	+
ɧ	0	0	0	0	+	0	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0
ɨ	-	+	0	0	-	0	+	0	0	+	0	+	0	+	0	0	0	0	0	+	0	0	0	0	0	+	0	0	+	+	+
ɨː	-	+	0	0	-	0	+	0	0	+	0	+	0	+	0	+	0	0	0	+	0	0	0	0	0	+	0	0	+	+	+
ɨ̃	-	+	0	0	-	0	+	0	0	+	0	+	0	+	0	0	0	+	0	+	0	0	0	0	0	+	0	0	+	+	+
ɨ̃ː	-	+	0	0	-	0	+	0	0	+	0	+	0	+	0	+	0	+	0	+	0	0	0	0	0	+	0	0	+	+	+
ɪ	-	+	0	0	-	0	+	0	0	+	+	+	0	+	0	0	0	0	0	+	0	0	0	0	0	+	0	0	+	-	+
ɪː	-	+	0	0	-	0	+	0	0	+	+	+	0	+	0	+	0	0	0	+	0	0	0	0	0	+	0	0	+	-	+
ɪ̃	-	+	0	0	-	0	+	0	0	+	+	+	0	+	0	0	0	+	0	+	0	0	0	0	0	+	0	0	+	-	+
ɪ̃ː	-	+	0	0	-	0	+	0	0	+	+	+	0	+	0	+	0	+	0	+	0	0	0	0	0	+	0	0	+	-	+
ɪ̈	-	+	0	0	-	0	+	0	0	+	0	+	0	+	0	0	0	0	0	+	0	0	0	0	0	+	0	0	+	-	+
ɪ̈ː	-	+	0	0	-	0	+	0	0	+	0	+	0	+	0	+	0	0	0	+	0	0	0	0	0	+	0	0	+	-	+
ɪ̈̃	-	+	0	0	-	0	+	0	0	+	0	+	0	+	0	0	0	+	0	+	0	0	0	0	0	+	0	0	+	-	+
ɪ̈̃ː	-	+	0	0	-	0	+	0	0	+	0	+	0	+	0	+	0	+	0	+	0	0	0	0	0	+	0	0	+	-	+
ɪ̥	-	+	0	0	-	0	+	0	0	+	+	+	0	+	0	0	0	0	0	+	0	0	0	0	0	+	0	0	+	-	-
ɪ̯	-	+	0	0	-	0	+	0	0	+	+	+	0	+	0	0	0	0	0	+	0	0	0	0	0	+	0	0	-	-	+
ɬ	+	0	0	0	+	0	+	+	-	0	0	0	0	0	+	0	0	0	0	+	0	0	0	0	0	-	0	0	0	0	0
ɬʼ	+	0	0	0	+	+	+	+	-	0	0	0	0	0	+	0	0	0	0	+	0	0	0	0	0	-	0	0	0	0	0
ɬ̪	+	0	0	0	+	0	+	+	+	0	0	0	0	0	+	0	0	0	0	+	0	0	0	0	0	-	0	0	0	+	0
ɬ̪ʼ	+	0	0	0	+	+	+	+	+	0	0	0	0	0	+	0	0	0	0	+	0	0	0	0	0	-	0	0	0	+	0
ɬ̼	+	0	0	0	+	0	+	+	-	0	0	0	+	0	+	0	0	0	0	+	0	0	0	-	0	-	0	0	0	0	0
ɭ	-	0	0	0	+	0	-	+	-	0	0	0	0	+	+	0	0	0	0	+	0	0	0	0	0	+	0	0	0	0	+
ɭ̊	-	0	0	0	+	0	-	+	-	0	0	0	0	+	+	0	0	0	0	+	0	0	0	0	0	+	0	0	0	0	-
ɭ̩	-	0	0	0	+	0	-	+	-	0	0	0	0	+	+	0	0	0	0	+	0	0	0	0	0	+	0	0	+	0	+
ɮ	+	0	0	0	+	0	+	+	-	0	0	0	0	+	+	0	0	0	0	+	0	0	0	0	0	-	0	0	0	0	+
ɮ̼	+	0	0	0	+	0	+	+	-	0	0	0	+	+	+	0	0	0	0	+	0	0	0	-	0	-	0	0	0	0	+
ɯ	-	+	+	0	-	0	+	0	0	+	0	+	0	+	0	0	0	0	0	+	0	0	0	0	0	+	0	0	+	+	+
ɯː	-	+	+	0	-	0	+	0	0	+	0	+	0	+	0	+	0	0	0	+	0	0	0	0	0	+	0	0	+	+	+
ɯ̃	-	+	+	0	-	0	+	0	0	+	0	+	0	+	0	0	0	+	0	+	0	0	0	0	0	+	0	0	+	+	+
ɯ̃ː	-	+	+	0	-	0	+	0	0	+	0	+	0	+	0	+	0	+	0	+	0	0	0	0	0	+	0	0	+	+	+
ɯ̤	-	+	+	0	-	0	+	0	0	+	0	+	0	+	0	0	0	0	0	+	0	0	0	0	0	+	+	0	+	+	+
ɯ̥	-	+	+	0	-	0	+	0	0	+	0	+	0	+	0	0	0	0	0	+	0	0	0	0	0	+	0	0	+	+	-
ɯ̥̃	-	+	+	0	-	0	+	0	0	+	0	+	0	+	0	0	0	+	0	+	0	0	0	0	0	+	0	0	+	+	-
ɯ̯	-	+	+	0	-	0	+	0	0	+	0	+	0	+	0	0	0	0	0	+	0	0	0	0	0	+	0	0	-	+	+
ɯ̽	-	+	+	0	-	0	+	0	0	+	0	+	0	+	0	0	0	0	0	+	0	0	0	0	0	+	0	0	+	-	+
ɯ̽ː	-	+	+	0	-	0	+	0	0	+	0	+	0	+	0	+	0	0	0	+	0	0	0	0	0	+	0	0	+	-	+
ɯ̽̃	-	+	+	0	-	0	+	0	0	+	0	+	0	+	0	0	0	+	0	+	0	0	0	0	0	+	0	0	+	-	+
ɯ̽̃ː	-	+	+	0	-	0	+	0	0	+	0	+	0	+	0	+	0	+	0	+	0	0	0	0	0	+	0	0	+	-	+
ɰ	0	+	+	0	-	0	+	0	0	+	0	+	0	+	-	0	-	-	0	+	0	0	0	0	0	+	0	0	0	0	+
ɱ	+	0	0	0	+	0	-	+	+	0	0	0	+	+	0	0	0	0	0	+	0	0	0	-	0	+	0	0	0	0	+
ɱ̊	+	0	0	0	+	0	-	+	+	0	0	0	+	+	0	0	0	0	0	+	0	0	0	-	0	+	0	0	0	0	-
ɲ	-	-	0	0	+	0	-	+	+	0	0	0	0	0	-	0	0	+	0	+	0	0	0	0	0	+	0	0	0	0	0
ɲː	-	0	0	0	+	0	-	+	+	0	0	0	0	+	0	+	0	0	0	+	0	0	0	0	0	+	0	0	0	0	+
ɲ̊	-	0	0	0	+	0	-	+	+	0	0	0	0	+	0	0	0	0	0	+	0	0	0	0	0	+	0	0	0	0	-
ɲ̍	-	0	0	0	+	0	-	+	+	0	0	0	0	+	0	0	0	0	0	+	0	0	0	0	0	+	0	0	+	0	+
ɳ	-	0	0	0	+	0	-	+	-	0	0	0	0	+	0	0	0	0	0	+	0	0	0	0	0	+	0	0	0	0	+
ɳ̊	-	0	0	0	+	0	-	+	-	0	0	0	0	+	0	0	0	0	0	+	0	0	0	0	0	+	0	0	0	0	-
ɳ̍	-	0	0	0	+	0	-	+	-	0	0	0	0	+	0	0	0	0	0	+	0	0	0	0	0	+	0	0	+	0	+
ɴ	0	0	+	0	+	0	-	0	0	+	0	-	0	+	0	0	-	0	0	+	0	0	0	0	0	+	0	0	0	0	+
ɴ̥	0	0	+	0	+	0	-	0	0	+	0	-	0	+	0	0	-	0	0	+	0	0	0	0	0	+	0	0	0	0	-
ɴ̩	0	0	+	0	+	0	-	0	0	+	0	-	0	+	0	0	-	0	0	+	0	0	0	0	0	+	0	0	+	0	+
ɵ	-	+	0	0	-	0	+	0	0	+	0	0	+	+	0	0	0	0	0	+	0	0	0	+	0	+	0	0	+	+	+
ɵː	-	+	0	0	-	0	+	0	0	+	0	0	+	+	0	+	0	0	0	+	0	0	0	+	0	+	0	0	+	+	+
ɵ̃	-	+	0	0	-	0	+	0	0	+	0	0	+	+	0	0	0	+	0	+	0	0	0	+	0	+	0	0	+	+	+
ɵ̃ː	-	+	0	0	-	0	+	0	0	+	0	0	+	+	0	+	0	+	0	+	0	0	0	+	0	+	0	0	+	+	+
ɶ	-	+	0	0	-	0	+	0	0	+	+	0	+	+	0	0	+	0	0	+	0	0	0	+	0	+	0	0	+	+	+
ɶː	-	+	0	0	-	0	+	0	0	+	+	0	+	+	0	+	+	0	0	+	0	0	0	+	0	+	0	0	+	+	+
ɶ̃	-	+	0	0	-	0	+	0	0	+	+	0	+	+	0	0	+	+	0	+	0	0	0	+	0	+	0	0	+	+	+
ɶ̃ː	-	+	0	0	-	0	+	0	0	+	+	0	+	+	0	+	+	+	0	+	0	0	0	+	0	+	0	0	+	+	+
ɸ	0	0	0	0	+	0	+	0	0	0	0	0	+	0	0	0	0	0	0	+	0	0	0	-	0	-	0	0	0	0	0
ɹ	+	0	0	0	-	0	+	+	-	0	0	0	0	+	0	0	0	0	0	+	0	0	0	0	0	+	0	0	0	0	+
ɹ̠	0	0	0	0	-	0	+	0	0	0	0	0	0	+	0	0	0	0	0	0	0	0	0	0	0	+	0	0	0	0	+
ɹ̩	+	0	0	0	-	0	+	+	-	0	0	0	0	+	0	0	0	0	0	+	0	0	0	0	0	+	0	0	+	0	+
ɺ	+	+	0	0	+	0	-	+	-	0	0	0	0	+	+	0	0	0	0	+	0	0	0	0	0	+	0	0	0	0	+
ɻ	-	0	0	0	-	0	+	+	-	0	0	0	0	+	0	0	0	0	0	+	0	0	0	0	0	+	0	0	0	0	+
ɽ	-	+	0	0	+	0	-	+	-	0	0	0	0	+	0	0	0	0	0	+	0	0	0	0	0	+	0	0	0	0	+
ɽʱ	-	+	0	0	+	0	-	+	-	0	0	0	0	+	0	0	0	0	0	+	0	0	0	0	0	+	+	0	0	0	+
ɾ	+	+	0	0	+	0	-	+	-	0	0	0	0	+	0	0	0	0	0	+	0	0	0	0	0	+	0	0	0	0	+
ɾ̥	+	+	0	0	+	0	-	+	-	0	0	0	0	+	0	0	0	0	0	+	0	0	0	0	0	+	0	0	0	0	-
ɾ̼	+	+	0	0	+	0	-	+	-	0	0	0	+	+	0	0	0	0	0	+	0	0	0	-	0	+	0	0	0	0	+
ɿ	-	+	+	0	-	0	+	0	0	+	0	+	0	+	0	0	0	0	0	+	0	0	0	0	0	+	0	+	+	+	+
ʀ	0	+	+	0	+	0	+	0	0	+	0	-	0	+	0	0	-	0	0	+	0	0	0	0	0	+	0	0	0	0	+
ʀ̥	0	+	+	0	+	0	+	0	0	+	0	-	0	+	0	0	-	0	0	+	0	0	0	0	0	+	0	0	0	0	-
ʁ	0	0	+	0	+	0	+	0	0	+	0	-	0	+	0	0	-	0	0	+	0	0	0	0	0	-	0	0	0	0	+
ʁ̞	0	0	+	0	-	0	+	0	0	+	0	-	0	+	0	0	-	0	0	+	0	0	0	0	0	+	0	0	0	0	+
ʁ̥	0	0	+	0	+	0	+	0	0	+	0	-	0	+	0	0	-	0	0	+	0	0	0	0	0	-	0	0	0	0	-
ʂ	-	0	0	0	+	0	+	+	-	0	0	0	0	0	0	0	0	0	0	+	0	0	0	0	+	-	0	0	0	0	0
ʃ	0	0	0	0	+	0	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	-	0	0	0	0	0
ʃʲ	-	0	0	0	+	0	+	+	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	-	0	0	0	0	0
ʃʼ	0	0	0	0	+	+	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	-	0	0	0	0	0
ʄ	-	0	0	0	0	+	0	+	+	0	0	0	0	+	0	0	0	0	0	+	0	0	0	0	0	0	0	0	0	0	+
ʅ	-	+	0	0	-	0	+	0	0	+	0	+	0	+	0	0	0	0	0	+	0	0	0	0	0	+	0	+	+	+	+
ʇ̼	+	-	0	+	+	0	-	+	-	0	0	0	+	+	0	0	0	-	0	+	0	0	0	-	0	-	0	0	0	0	+
ʈ	-	0	0	0	+	0	-	+	-	0	0	0	0	0	0	0	0	0	0	+	0	0	0	0	0	-	0	0	0	0	0
ʈʂ	-	-	0	0	+	0	-	+	-	0	0	0	0	0	0	0	0	0	0	+	0	0	0	0	+	-	0	+	0	0	0
ʈʂʰ	-	-	0	0	+	0	-	+	-	0	0	0	0	0	0	0	0	0	0	+	0	0	0	0	+	-	+	+	0	0	0
ʈʂː	-	-	0	0	+	0	-	+	-	0	0	0	0	+	0	+	0	0	0	+	0	0	0	0	+	-	0	+	0	0	+
ʈʂ’	-	-	0	0	+	+	-	+	-	0	0	0	0	0	0	0	0	0	0	+	0	0	0	0	+	-	0	+	0	0	0
ʈʰ	-	0	0	0	+	0	-	+	-	0	0	0	0	0	0	0	0	0	0	+	0	0	0	0	0	-	+	0	0	0	0
ʈʰː	-	0	0	0	+	0	-	+	-	0	0	0	0	0	0	+	0	0	0	+	0	0	0	0	0	-	+	0	0	0	0
ʉ	-	+	0	0	-	0	+	0	0	+	0	+	+	+	0	0	0	0	0	+	0	0	0	+	0	+	0	0	+	+	+
ʉː	-	+	0	0	-	0	+	0	0	+	0	+	+	+	0	+	0	0	0	+	0	0	0	+	0	+	0	0	+	+	+
ʉ̃	-	+	0	0	-	0	+	0	0	+	0	+	+	+	0	0	0	+	0	+	0	0	0	+	0	+	0	0	+	+	+
ʉ̃ː	-	+	0	0	-	0	+	0	0	+	0	+	+	+	0	+	0	+	0	+	0	0	0	+	0	+	0	0	+	+	+
ʊ	-	+	+	0	-	0	+	0	0	+	0	+	+	+	0	0	0	0	0	+	0	0	0	+	0	+	0	0	+	-	+
ʊː	-	+	+	0	-	0	+	0	0	+	0	+	+	+	0	+	0	0	0	+	0	0	0	+	0	+	0	0	+	-	+
ʊ̃	-	+	+	0	-	0	+	0	0	+	0	+	+	+	0	0	0	+	0	+	0	0	0	+	0	+	0	0	+	-	+
ʊ̃ː	-	+	+	0	-	0	+	0	0	+	0	+	+	+	0	+	0	+	0	+	0	0	0	+	0	+	0	0	+	-	+
ʊ̈	-	+	0	0	-	0	+	0	0	+	0	+	+	+	0	0	0	0	0	+	0	0	0	+	0	+	0	0	+	-	+
ʊ̈ː	-	+	0	0	-	0	+	0	0	+	0	+	+	+	0	+	0	0	0	+	0	0	0	+	0	+	0	0	+	-	+
ʊ̈̃	-	+	0	0	-	0	+	0	0	+	0	+	+	+	0	0	0	+	0	+	0	0	0	+	0	+	0	0	+	-	+
ʊ̈̃ː	-	+	0	0	-	0	+	0	0	+	0	+	+	+	0	+	0	+	0	+	0	0	0	+	0	+	0	0	+	-	+
ʊ̥	-	+	+	0	-	0	+	0	0	+	0	+	+	+	0	0	0	0	0	+	0	0	0	+	0	+	0	0	+	-	-
ʊ̯	-	+	+	0	-	0	+	0	0	+	0	+	+	+	0	0	0	0	0	+	0	0	0	+	0	+	0	0	-	-	+
ʋ	+	0	0	0	-	0	+	+	+	0	0	0	+	+	0	0	0	0	0	+	0	0	0	-	0	+	0	0	0	0	+
ʌ	-	+	+	0	-	0	+	0	0	+	0	0	0	+	0	0	0	0	0	+	0	0	0	0	0	+	0	0	+	-	+
ʌː	-	+	+	0	-	0	+	0	0	+	0	0	0	+	0	+	0	0	0	+	0	0	0	0	0	+	0	0	+	-	+
ʌ̃	-	+	+	0	-	0	+	0	0	+	0	0	0	+	0	0	0	+	0	+	0	0	0	0	0	+	0	0	+	-	+
ʌ̃ː	-	+	+	0	-	0	+	0	0	+	0	0	0	+	0	+	0	+	0	+	0	0	0	0	0	+	0	0	+	-	+
ʌ̆	-	+	+	0	-	0	+	0	0	+	0	0	0	+	0	-	0	0	0	+	0	0	0	0	0	+	0	0	+	-	+
ʌ̤	-	+	+	0	-	0	+	0	0	+	0	0	0	+	0	0	0	0	0	+	0	0	0	0	0	+	+	0	+	-	+
ʌ̤̃	-	+	+	0	-	0	+	0	0	+	0	0	0	+	0	0	0	+	0	+	0	0	0	0	0	+	+	0	+	-	+
ʌ̯ː	-	+	+	0	-	0	+	0	0	+	0	0	0	+	0	+	0	0	0	+	0	0	0	0	0	+	0	0	-	-	+
ʍ	0	0	0	0	-	0	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	0	0	0	0	0
ʎ	-	+	0	0	+	0	-	+	+	0	0	0	0	0	+	0	0	-	0	+	0	0	0	0	0	+	0	0	0	0	0
ʎ̥	-	0	0	0	+	0	-	+	+	0	0	0	0	+	+	0	0	0	0	+	0	0	0	0	0	+	0	0	0	0	-
ʏ	-	+	0	0	-	0	+	0	0	+	+	+	+	+	0	0	0	0	0	+	0	0	0	+	0	+	0	0	+	-	+
ʏː	-	+	0	0	-	0	+	0	0	+	+	+	+	+	0	+	0	0	0	+	0	0	0	+	0	+	0	0	+	-	+
ʏ̃	-	+	0	0	-	0	+	0	0	+	+	+	+	+	0	0	0	+	0	+	0	0	0	+	0	+	0	0	+	-	+
ʏ̃ː	-	+	0	0	-	0	+	0	0	+	+	+	+	+	0	+	0	+	0	+	0	0	0	+	0	+	0	0	+	-	+
ʐ	-	0	0	0	+	0	+	+	-	0	0	0	0	+	0	0	0	0	0	+	0	0	0	0	+	-	0	0	0	0	+
ʑ	0	0	-	0	+	0	+	0	0	+	0	+	0	+	0	0	-	0	0	+	0	0	0	0	+	-	0	0	0	+	+
ʒ	0	0	0	0	+	0	+	0	0	0	0	0	0	+	0	0	0	0	0	0	0	0	0	0	+	-	0	0	0	0	+
ʒ̊	0	0	0	0	+	0	+	0	0	0	0	0	0	+	0	0	0	0	0	0	0	0	0	0	+	-	0	0	0	0	-
ʒ̍	0	0	0	0	+	0	+	0	0	0	0	0	0	+	0	0	0	0	0	0	0	0	0	0	+	-	0	0	+	0	+
ʔ	0	0	0	0	-	+	-	0	0	0	0	0	0	+	-	0	0	-	0	0	0	0	0	0	0	-	-	0	0	0	0
ʔh	0	-	0	0	+	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	+	0	0	0
ʔʲ	-	0	0	0	+	0	-	+	+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0
ʔʷ	0	0	0	0	+	0	-	0	0	0	0	0	+	0	0	0	0	0	0	0	0	0	0	+	0	-	0	0	0	0	0
ʕ	0	-	0	0	+	0	+	0	0	0	0	0	0	+	0	0	0	0	+	+	0	0	0	0	0	-	0	-	0	0	+
ʘ	0	-	0	+	+	0	-	0	0	0	0	0	+	0	0	0	0	-	0	+	0	0	0	-	0	-	0	0	0	0	0
ʙ	0	+	0	0	+	0	+	0	0	0	0	0	+	+	0	0	0	0	0	+	0	0	0	-	0	+	0	0	0	0	+
ʙ̥	0	+	0	0	+	0	+	0	0	0	0	0	+	+	0	0	0	0	0	+	0	0	0	-	0	+	0	0	0	0	-
ʙ̩	0	+	0	0	+	0	+	0	0	0	0	0	+	+	0	0	0	0	0	+	0	0	0	-	0	+	0	0	+	0	+
ʛ	0	0	+	0	0	+	0	0	0	+	0	-	0	+	0	0	-	0	0	+	0	0	0	0	0	0	0	0	0	0	+
ʛ̥	0	0	+	0	0	+	0	0	0	+	0	-	0	0	0	0	-	0	0	+	0	0	0	0	0	0	0	0	0	0	0
ʜ	0	+	0	0	+	0	+	0	0	0	0	0	0	+	-	0	0	-	+	+	0	0	0	0	0	+	0	0	0	0	-
ʝ	-	-	0	0	+	0	+	+	+	0	0	0	0	+	0	0	0	0	0	+	0	0	0	0	0	-	0	-	0	0	+
ʟ	0	0	+	0	+	0	-	0	0	+	0	+	0	+	+	0	-	0	0	+	0	0	0	0	0	+	0	0	0	0	+
ʟ̥	0	0	+	0	+	0	-	0	0	+	0	+	0	+	+	0	-	0	0	+	0	0	0	0	0	+	0	0	0	0	-
ʡ	0	-	0	0	+	0	-	0	0	0	0	0	0	+	0	0	0	0	+	+	0	0	0	0	0	-	0	-	0	0	-
ʢ	0	+	0	0	+	0	+	0	0	0	0	0	0	+	-	0	0	-	+	+	0	0	0	0	0	+	0	0	0	0	+
ʮ	-	+	+	0	-	0	+	0	0	+	0	+	+	+	0	0	0	0	0	+	0	0	0	+	0	+	0	+	+	+	+
ʯ	-	+	0	0	-	0	+	0	0	+	0	+	+	+	0	0	0	0	0	+	0	0	0	+	0	+	0	+	+	+	+
ʰk	0	0	+	0	+	0	-	0	0	+	0	+	0	0	0	0	-	0	0	+	+	0	0	0	0	-	0	0	0	0	0
ʰp	0	0	0	0	+	0	-	0	0	0	0	0	+	0	0	0	0	0	0	+	+	0	0	-	0	-	0	0	0	0	0
ʰt	+	0	0	0	+	0	-	+	-	0	0	0	0	0	0	0	0	0	0	+	+	0	0	0	0	-	0	0	0	0	0
ʰtʰ	+	0	0	0	+	0	-	+	-	0	0	0	0	0	0	0	0	0	0	+	+	0	0	0	0	-	+	0	0	0	0
ʰt̪	+	0	0	0	+	0	-	+	+	0	0	0	0	0	0	0	0	0	0	+	+	0	0	0	0	-	0	0	0	+	0
ʰt̪ʰ	+	0	0	0	+	0	-	+	+	0	0	0	0	0	0	0	0	0	0	+	+	0	0	0	0	-	+	0	0	+	0
ˀŋǀ	+	-	0	+	+	0	-	+	+	0	0	0	0	+	0	0	0	+	0	+	0	+	0	0	0	-	0	0	0	+	+
ˀŋǁ	0	-	0	+	+	0	-	0	0	0	0	0	0	+	+	0	0	+	0	+	0	+	0	0	0	-	0	0	0	0	+
ˀŋǂ	-	-	0	+	+	0	-	+	+	0	0	0	0	+	0	0	0	+	0	+	0	+	0	0	0	-	0	0	0	0	+
ˀŋǃ	+	-	0	+	+	0	-	+	-	0	0	0	0	+	0	0	0	+	0	+	0	+	0	0	0	-	0	0	0	0	+
ˀŋǃǃ	-	-	0	+	+	0	-	+	-	0	0	0	0	+	0	0	0	+	0	+	0	+	0	0	0	-	0	0	0	0	+
ˀŋʘ	0	-	0	+	+	0	-	0	0	0	0	0	+	+	0	0	0	+	0	+	0	+	0	-	0	-	0	0	0	0	+
β	0	0	0	0	+	0	+	0	0	0	0	0	+	+	0	0	0	0	0	+	0	0	0	-	0	-	0	0	0	0	+
βʷ	0	0	0	0	+	0	+	0	0	0	0	0	+	+	0	0	0	0	0	+	0	0	0	+	0	-	0	0	0	0	+
β̞	0	0	0	0	-	0	+	0	0	0	0	0	+	+	0	0	0	0	0	+	0	0	0	-	0	+	0	0	0	0	+
θ	+	0	0	0	+	0	+	+	+	0	0	0	0	0	0	0	0	0	0	+	0	0	0	0	0	-	0	0	0	+	0
θː	+	0	0	0	+	0	+	+	+	0	0	0	0	0	0	+	0	0	0	+	0	0	0	0	0	-	0	0	0	+	0
θ̬	+	0	0	0	+	0	+	+	+	0	0	0	0	+	0	0	0	0	0	+	0	0	0	0	0	-	0	0	0	+	+
θ̼	+	0	0	0	+	0	+	+	-	0	0	0	+	0	0	0	0	0	0	+	0	0	0	-	0	-	0	0	0	0	0
χ	0	0	+	0	+	0	+	0	0	+	0	-	0	0	0	0	-	0	0	+	0	0	0	0	0	-	0	0	0	0	0
χʷ	0	0	+	0	+	0	+	0	0	+	0	-	+	0	0	0	-	0	0	+	0	0	0	+	0	-	0	0	0	0	0
χʼ	0	0	+	0	+	+	+	0	0	+	0	-	0	0	0	0	-	0	0	+	0	0	0	0	0	-	0	0	0	0	0
ᶑ	-	0	0	0	0	+	0	+	-	0	0	0	0	+	0	0	0	0	0	+	0	0	0	0	0	0	0	0	0	0	+
ⁿb	0	0	0	0	+	0	-	0	0	0	0	0	+	+	0	0	0	0	0	+	0	0	+	-	0	-	0	0	0	0	+
ⁿd	+	0	0	0	+	0	-	+	-	0	0	0	0	+	0	0	0	0	0	+	0	0	+	0	0	-	0	0	0	0	+
ⁿdʒ	0	-	0	0	+	0	-	0	0	0	0	0	0	+	0	0	0	0	0	0	0	0	+	0	0	-	0	+	0	0	+
ⁿd̪	+	0	0	0	+	0	-	+	+	0	0	0	0	+	0	0	0	0	0	+	0	0	+	0	0	-	0	0	0	+	+
ⁿd̼	+	0	0	0	+	0	-	+	-	0	0	0	+	+	0	0	0	0	0	+	0	0	+	-	0	-	0	0	0	0	+
ⁿg	0	0	+	0	+	0	-	0	0	+	0	+	0	+	0	0	-	0	0	+	0	0	+	0	0	-	0	0	0	0	+
ⁿgǀ	+	-	0	+	+	0	-	+	+	0	0	0	0	+	0	0	0	-	0	+	0	0	+	0	0	-	0	0	0	+	+
ⁿgǁ	0	-	0	+	+	0	-	0	0	0	0	0	0	+	+	0	0	-	0	+	0	0	+	0	0	-	0	0	0	0	+
ⁿgǂ	-	-	0	+	+	0	-	+	+	0	0	0	0	+	0	0	0	-	0	+	0	0	+	0	0	-	0	0	0	0	+
ⁿgǃ	+	-	0	+	+	0	-	+	-	0	0	0	0	+	0	0	0	+	0	+	0	0	+	0	0	-	0	0	0	0	+
ⁿgǃǃ	-	-	0	+	+	0	-	+	-	0	0	0	0	+	0	0	0	-	0	+	0	0	+	0	0	-	0	0	0	0	+
ⁿgʘ	0	-	0	+	+	0	-	0	0	0	0	0	+	+	0	0	0	-	0	+	0	0	+	-	0	-	0	0	0	0	+
ⁿk	0	0	+	0	+	0	-	0	0	+	0	+	0	0	0	0	-	0	0	+	0	0	+	0	0	-	0	0	0	0	0
ⁿkʷ	0	0	+	0	+	0	-	0	0	+	0	+	+	0	0	0	-	0	0	+	0	0	+	+	0	-	0	0	0	0	0
ⁿp	0	0	0	0	+	0	-	0	0	0	0	0	+	0	0	0	0	0	0	+	0	0	+	-	0	-	0	0	0	0	0
ⁿt	+	0	0	0	+	0	-	+	-	0	0	0	0	0	0	0	0	0	0	+	0	0	+	0	0	-	0	0	0	0	0
ⁿtʃ	0	-	0	0	+	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	0	+	-	0	+	0	0	0
ⁿt̪	+	0	0	0	+	0	-	+	+	0	0	0	0	0	0	0	0	0	0	+	0	0	+	0	0	-	0	0	0	+	0
ⁿɟ	-	0	0	0	+	0	-	+	+	0	0	0	0	+	0	0	0	0	0	+	0	0	+	0	0	-	0	0	0	0	+
ⱱ	+	+	0	0	+	0	-	+	+	0	0	0	+	+	0	0	0	0	0	+	0	0	0	-	0	+	0	0	0	0	+
